,Date,BOD,AmNi,Chla,DO,Ecoli,FC,NitraNi,NitriNi,OrPh,pH,Sal,SDD,Si,SS,Temp,TIN,TKN,ToNi,ToPh,Tur,UnAm,VSS,B1,B2,B3,B4,B5,B6,B7,B8A,B11,B12,Image_Year
3076,2019-09-07,0.3,0.1,0.7,5.7,56,80.0,0.19,0.04,0.02,8.1,29.6,2.4,1.9,8.9,28.5,0.33,0.31,0.54,0.04,4.3,0.01,1.9,0.0119338523813048,0.0230999934044622,0.0274926238984116,0.0064183032930187,-0.002359918225999,0.000205006660109,0.0020170505535684,0.0020216222059137,0.0120912471635672,0.0152632558844372,2019
3077,2019-09-07,0.3,0.04,0.4,5.5,1,1.0,0.001,0.001,0.001,8.2,32.0,4.6,0.37,6.9,28.3,0.04,0.32,0.32,0.02,3.3,0.0005,1.4,0.0015192427914772,0.0293369492426418,0.0267046726559179,0.001168003465932,0.0026508860926408,0.0033932873490337,-0.0032481327373348,-0.006863769253467,0.0105295813702452,0.0080162188098353,2019
3141,2019-09-17,0.6,0.02,0.9,6.2,1,1.0,0.001,0.001,0.001,8.3,30.8,4.0,0.7,6.6,30.5,0.02,0.54,0.54,0.02,0.3,0.0005,1.7,0.0820287003947333,0.0741258335513025,0.0531455123125699,0.0374215533014714,0.0316084400515262,0.0312440945025832,0.031443087613731,0.025445791940123,0.0064781338116379,0.0089255122367608,2019
3142,2019-09-17,0.8,0.03,0.9,6.2,1,1.0,0.001,0.001,0.001,8.4,30.6,3.0,1.0,6.6,31.3,0.03,0.64,0.64,0.02,0.6,0.0005,1.8,0.0722768036074214,0.0671403388267304,0.0524210667022104,0.0348593630760964,0.0304574696387161,0.03625792499794,0.0387099044056621,0.0322369470770764,0.0055695208098219,0.0056335465057417,2019
3143,2019-09-17,0.6,0.05,1.6,5.4,21,83.0,0.64,0.13,0.03,8.1,20.9,1.9,3.2,4.8,30.6,0.82,0.23,1.0,0.05,3.3,0.0005,1.1,0.0729468843336713,0.0804460466322592,0.086740093749609,0.0471763957731465,0.0338086611652379,0.0255580319469577,0.0288687479846291,0.0256559285412073,0.0227413083588331,0.029684303825737,2019
3144,2019-09-17,0.1,0.02,0.5,7.0,1,1.0,0.001,0.001,0.001,8.3,30.7,6.5,0.87,6.8,30.6,0.02,0.44,0.44,0.02,2.7,0.0005,1.9,0.063959969511557,0.0595306418530629,0.0437937518514629,0.0292511338157972,0.024973243710406,0.0262296798764561,0.0280744801510735,0.0231761681792994,0.0098453346741125,0.0107702894336798,2019
3166,2019-09-22,0.3,0.01,0.9,5.8,1,1.0,0.001,0.001,0.001,8.3,32.3,4.3,0.12,7.0,28.8,0.01,0.2,0.2,0.02,2.7,0.0005,1.9,0.0436883982309553,0.0598496202929328,0.062818563873648,0.0251663945292676,0.0184601204526121,0.0127716935192957,0.0136776024042815,0.0148349714712384,0.0184435832114369,0.024706294018558,2019
3167,2019-09-22,0.3,0.01,1.1,5.2,1,1.0,0.001,0.001,0.001,8.3,31.9,4.9,0.19,6.9,28.8,0.02,0.36,0.36,0.02,2.2,0.0005,2.0,0.0236480032307032,0.0343509458679666,0.0302757212259699,0.0130659439194512,0.0120932018632475,0.0106609434202181,0.0124611877994966,0.013441363621905,0.0190215897409983,0.0247597985465373,2019
3168,2019-09-22,0.2,0.01,1.0,5.9,1,1.0,0.001,0.001,0.001,8.3,32.7,4.5,0.25,5.6,29.0,0.01,0.15,0.15,0.02,4.2,0.0005,1.3,0.0190860060369294,0.0261463267541884,0.0207372429102612,0.0087771350305005,0.0100092185137535,0.0094570939113967,0.0108121129054394,0.0117593378190135,0.0177547635642217,0.0234141572403764,2019
3169,2019-09-22,0.4,0.01,0.8,5.7,1,1.0,0.001,0.001,0.001,8.3,32.9,3.8,0.37,6.4,29.1,0.01,0.34,0.34,0.02,2.9,0.0005,1.7,0.0241797311055684,0.0336389248384962,0.0268550449237826,0.0094877318902936,0.0084263514265803,0.0085266190883091,0.0101884141115383,0.0116827781722033,0.0156114360354198,0.0234206083355215,2019
3170,2019-09-22,0.3,0.01,0.7,5.6,1,1.0,0.001,0.001,0.001,8.3,30.4,4.5,0.23,6.7,29.1,0.02,0.48,0.48,0.08,3.7,0.0005,2.0,0.047122987959849,0.0638878885008912,0.0669696130597746,0.0280221990946722,0.0220518546475911,0.0145137278570661,0.0145181733452735,0.0157718046503008,0.0199878929105585,0.0242775144644477,2019
3171,2019-09-22,0.6,0.01,1.8,5.9,1,1.0,0.001,0.001,0.001,8.3,31.6,4.4,0.31,5.4,28.6,0.02,0.26,0.26,0.02,1.9,0.0005,1.5,0.0167124432451963,0.0276888265246354,0.0256246286722113,0.0161168399774662,0.0143473057559098,0.0155739469590103,0.0171577056829329,0.0177097753762941,0.0230940809044933,0.0283708198438125,2019
3288,2019-10-02,0.8,0.23,0.8,4.8,3600,8800.0,0.25,0.04,0.03,7.8,31.2,1.9,1.9,7.8,29.5,0.52,1.0,1.29,0.05,5.0,0.01,1.5,0.0471147226163353,0.0578333141102189,0.060694078761228,0.0293331749129608,0.023674548644197,0.014892554582794,0.0145185101879369,0.0124736420302975,0.0076424533324122,0.008476831743644,2019
3289,2019-10-02,0.4,0.15,1.7,5.7,150,290.0,0.15,0.02,0.02,7.8,32.2,2.4,1.4,5.6,29.3,0.32,0.98,1.15,0.05,4.8,0.01,1.0,0.0431159414891295,0.0540928665974051,0.0544308737311942,0.0283528846621941,0.0233117325700104,0.0208197164531995,0.0190977438476474,0.0174409042667318,0.0118576202231665,0.0117438016504922,2019
3290,2019-10-02,0.6,0.25,0.9,4.4,70,620.0,0.24,0.04,0.03,7.8,31.3,2.2,2.0,5.9,29.8,0.53,0.77,1.05,0.05,4.4,0.01,1.0,0.0445443692636739,0.0586042204417707,0.0601318728917295,0.0307186469793848,0.0240126552978286,0.016387260926943,0.0172531557883552,0.014404736360446,0.0102128066850735,0.0108541045524895,2019
3291,2019-10-02,0.6,0.24,1.0,6.1,530,1100.0,0.24,0.04,0.03,7.8,31.5,1.7,1.8,6.4,29.4,0.52,1.5,1.78,0.09,6.0,0.01,1.0,0.0510981572526079,0.0616139162697366,0.0616059123706886,0.03218026738793,0.025722919653647,0.0193371283004103,0.0188828915815705,0.015223516955243,0.0055425924559451,0.0059897507681213,2019
3292,2019-10-02,0.4,0.22,1.0,4.3,1000,3900.0,0.21,0.03,0.03,7.8,31.6,1.7,1.8,6.9,29.5,0.46,0.87,1.11,0.06,5.7,0.01,1.2,0.0459801848458011,0.0583520200809278,0.0600474357382353,0.0322326261220594,0.0256452943488097,0.0188037376824186,0.0200583009609866,0.0156528696963287,0.009117106411561,0.0092130126469666,2019
3293,2019-10-02,0.7,0.27,1.0,4.1,4200,13000.0,0.25,0.04,0.03,7.8,31.3,1.9,1.8,6.8,29.6,0.56,1.5,1.79,0.07,4.8,0.01,1.2,0.0397546273494829,0.05166769882939,0.0528770664016616,0.0283492601888735,0.0218927138854253,0.0173916874222116,0.0169552944955828,0.0153020152024416,0.0093051852552826,0.0111694127076921,2019
3294,2019-10-02,0.4,0.18,1.7,4.7,100,390.0,0.17,0.03,0.02,7.7,32.1,2.0,1.4,4.6,29.4,0.38,0.99,1.19,0.05,3.9,0.01,0.8,0.0430456624013335,0.0547927845013173,0.0556443804895187,0.0287522043250944,0.0240247811870781,0.0219276935309743,0.0216096572457734,0.0190918683948987,0.0097022657360205,0.0087041132893209,2019
3409,2019-10-17,0.3,0.02,1.1,6.4,2,3.0,0.01,0.02,0.01,8.0,32.9,2.4,0.63,7.1,28.5,0.05,0.63,0.66,0.02,5.5,0.0005,1.0,0.0606831107092762,0.0770112312566607,0.0780592672537647,0.0311530856993484,0.0194213973376427,0.0082925153106766,0.0103924687555347,0.0054482130603831,-0.0010332090424163,0.0024708698173709,2019
3410,2019-10-17,0.4,0.05,0.9,5.5,1,2.0,0.001,0.01,0.01,8.0,33.0,3.2,0.34,5.2,28.4,0.05,0.49,0.5,0.02,8.6,0.0005,1.0,0.0601199019069196,0.0744037215660818,0.0727731806729724,0.0276032059661784,0.0191116807653476,0.0135683438998662,0.0154572901505065,0.0114464960242358,0.0046955075046332,0.0070045136054192,2019
3411,2019-10-17,0.3,0.02,0.9,5.1,1,1.0,0.001,0.01,0.01,7.9,32.8,2.5,0.52,9.2,28.0,0.04,0.57,0.59,0.02,6.9,0.0005,1.1,0.0589131581894617,0.0693719415315748,0.0652227911783369,0.0229981018461481,0.015472698589013,0.0108150484046509,0.0129347384257204,0.0086368277344947,0.0027190086250739,0.005044042974199,2019
3412,2019-10-17,0.5,0.07,1.0,5.7,9,42.0,0.07,0.04,0.01,7.9,32.1,3.0,0.94,6.0,28.8,0.17,1.3,1.41,0.02,5.2,0.0005,0.8,0.0552942982430656,0.0717817896012883,0.0727948473155446,0.0270195419345157,0.0166989677514757,0.0078202625152184,0.0091393393901609,0.0051952788652738,0.0021650530724097,0.0052824753443418,2019
3413,2019-10-17,0.4,0.01,1.0,5.3,1,1.0,0.001,0.01,0.01,8.0,32.7,3.2,0.38,7.7,28.3,0.02,0.76,0.77,0.02,6.7,0.0005,1.0,0.0573524152652775,0.071552813964815,0.0685379589138722,0.0247026001372959,0.015360072682203,0.0077503685639671,0.0094672854637815,0.0060941149580462,0.0044385690971008,0.0073719526865787,2019
3414,2019-10-17,0.6,0.04,0.9,5.4,1,4.0,0.03,0.02,0.01,8.0,32.8,3.0,0.57,4.9,28.6,0.09,0.4,0.44,0.02,5.1,0.0005,0.9,0.0613634838321282,0.0759098368449163,0.0718407309258738,0.0241295878907877,0.0159691954724706,0.0077797390898623,0.0101307408105562,0.0065982093568538,0.0035744372485056,0.0062299555143828,2019
3415,2019-10-17,0.4,0.08,0.8,6.0,1,5.0,0.06,0.04,0.01,8.0,32.2,2.5,0.88,4.6,28.6,0.18,0.88,0.98,0.02,4.8,0.0005,0.8,0.0476826909824414,0.0612443946581051,0.0588176119763326,0.0189696049285289,0.0127714774606384,0.0107175346809976,0.0143926772280542,0.0099027900472473,0.0025411619503032,0.0045571054433093,2019
3416,2019-10-17,0.4,0.03,1.0,4.9,1,2.0,0.02,0.02,0.01,8.0,32.8,2.2,0.62,5.2,28.5,0.06,0.69,0.73,0.02,4.6,0.0005,0.7,0.0603451213080526,0.0776373136729711,0.0778604020161471,0.030148006589321,0.0196428665968412,0.0098252051816256,0.0117807954950558,0.0072023315500061,0.0047022628780117,0.0068834995313683,2019
3417,2019-10-17,1.0,0.3,6.8,5.1,90,260.0,1.1,0.13,0.14,7.5,19.1,1.0,5.4,52.0,27.7,1.53,0.72,1.95,0.22,24.1,0.01,5.4,0.0436926356909529,0.0597297356129211,0.0804568642010448,0.0621359210717248,0.0519448955991281,0.0205423498769925,0.0229527256763396,0.0132614860151856,0.0005640911490022,0.0067723601153677,2019
3418,2019-10-17,0.6,0.31,4.0,5.4,78,290.0,1.2,0.13,0.16,7.5,19.6,1.0,6.5,21.0,27.8,1.64,0.68,2.01,0.21,16.1,0.01,2.8,0.0459096437207253,0.05771426344854,0.0726877628675413,0.0657855034284058,0.0628939144068699,0.0353958925791036,0.0394766117770108,0.0242517944644908,0.0019317233425655,0.0067057159471095,2019
3419,2019-10-17,0.3,0.08,1.1,5.0,47,110.0,0.43,0.11,0.03,7.8,26.5,1.6,2.0,11.0,28.7,0.62,0.32,0.86,0.05,7.9,0.0005,1.4,0.0462686804286577,0.062996707225448,0.0815770279947285,0.0488843999793827,0.0347605953037797,0.011379913185051,0.0132914829216453,0.0070926323132329,0.0001375901136613,0.0049187835937527,2019
3420,2019-10-17,0.2,0.1,2.6,5.3,6,21.0,0.65,0.09,0.08,7.6,24.5,1.6,3.2,12.0,28.6,0.83,0.36,1.1,0.09,9.1,0.0005,1.6,0.0449381634495456,0.0602961430900063,0.0783560044290855,0.0495390381395535,0.0364567505820927,0.0133479000294283,0.0150552359941185,0.0095290327076823,0.0002552338929512,0.0056499535443862,2019
3421,2019-10-17,0.2,0.06,0.9,5.4,830,1500.0,0.28,0.1,0.02,7.9,27.9,2.0,1.4,7.9,29.0,0.44,0.31,0.69,0.03,6.5,0.0005,1.2,0.0475600479883869,0.0638219355564111,0.0757727724013018,0.0324725395242936,0.0202300852191183,0.0074279269602687,0.0093409732549619,0.0064884218463026,0.0020834541464223,0.0075451866635789,2019
3485,2019-10-22,3.2,0.01,3.7,6.0,42,97.0,0.001,0.001,0.001,8.2,30.5,2.6,0.36,14.0,28.7,0.01,0.59,0.59,0.03,2.8,0.0005,3.6,0.0501900623216455,0.041140580947965,0.0419320372040199,0.0325022274736567,0.0338351795603709,0.0384758409080366,0.0414443547708081,0.0435410355451764,0.0215882339818656,0.0178801402804596,2019
3486,2019-10-22,2.2,0.01,2.8,6.1,1,2.0,0.001,0.001,0.01,8.1,31.0,3.1,0.41,13.0,28.2,0.01,0.58,0.58,0.03,2.3,0.0005,3.0,0.0333575752837292,0.0369033902790991,0.0352381496626487,0.0167729111114745,0.0146750209871368,0.0172317734409382,0.018792822998973,0.0151604573604911,0.0020100623509966,0.0040674654442643,2019
3487,2019-10-22,2.0,0.01,2.1,5.8,1,1.0,0.001,0.001,0.001,8.1,31.6,3.6,0.39,9.3,28.2,0.01,0.36,0.36,0.03,1.8,0.0005,2.2,0.0321311935451915,0.0305885375550851,0.0257596194779503,0.0129651529242091,0.0117720706554306,0.0148599627196015,0.0140540127164564,0.0106433860415103,0.0011342245810425,0.0027284751546978,2019
3488,2019-10-22,0.4,0.01,1.5,5.7,1,1.0,0.001,0.001,0.01,8.0,33.1,2.9,0.55,2.6,28.0,0.01,0.73,0.73,0.02,4.6,0.0005,0.6,0.0405962151347651,0.0466499532606048,0.0386368547227875,0.0166573783239332,0.0129836307931319,0.0108684160567933,0.0120164774718444,0.0099949836842844,0.0072314001363083,0.0091136543887102,2019
3489,2019-10-22,3.5,0.01,5.3,6.7,4,40.0,0.001,0.001,0.001,8.2,30.5,2.2,0.3,10.0,28.5,0.01,0.51,0.51,0.03,2.4,0.0005,3.5,0.0360334731870067,0.0336790443454073,0.0313429409503725,0.016200829372307,0.0143618499337546,0.0157246633208703,0.0157489861196562,0.012370191693339,0.0006084048337418,0.0022089867931685,2019
3596,2019-11-11,1.0,0.02,10.0,6.1,21,42.0,0.06,0.04,0.01,8.0,32.5,2.8,0.6,4.4,26.0,0.11,0.24,0.33,0.05,4.1,0.0005,1.6,0.032942648044343,0.039508190667928,0.0442444964507825,0.018715994531295,0.0151122374543299,0.009541050007609,0.0086147637151503,0.0056193129562552,-0.0013083631249057,-0.0009279828902842,2019
3597,2019-11-11,1.1,0.01,8.9,6.0,140,280.0,0.09,0.04,0.01,8.0,31.9,2.1,0.7,6.0,25.7,0.15,0.24,0.38,0.05,3.6,0.0005,1.9,0.0329261195228528,0.0391917635817421,0.0427201463416193,0.0177754074062497,0.0150867810408674,0.0087806149403788,0.0089019969609961,0.0043509288144691,-0.0013320453276371,-0.0001997819795039,2019
3598,2019-11-11,1.1,0.03,9.4,6.4,470,1100.0,0.11,0.05,0.01,8.0,31.8,2.4,0.81,4.3,25.5,0.19,0.5,0.66,0.06,3.1,0.0005,1.5,0.032700813553683,0.0390032892165347,0.0420452868681799,0.0188395160313848,0.0159218079763349,0.010335828866637,0.0099899354673406,0.007364532910062,3.651477153821327e-05,0.0013223446003658,2019
3599,2019-11-11,1.6,0.01,10.0,6.4,97,150.0,0.1,0.04,0.01,8.0,31.8,2.0,0.73,5.6,25.5,0.15,0.55,0.69,0.05,3.6,0.0005,2.3,0.0513435913036609,0.062332032993798,0.0674270708588593,0.0269332182593489,0.0198502338192187,0.0124245294123056,0.0117891790330382,0.008662508907575,-0.0003929246898033,3.0666334903372e-05,2019
3600,2019-11-11,0.7,0.07,4.4,6.0,330,1000.0,0.06,0.03,0.01,8.0,33.0,3.3,0.67,3.6,25.8,0.16,0.26,0.35,0.05,3.6,0.0005,1.0,0.0337251181505512,0.0407724844108753,0.0422525532774816,0.0178333305104683,0.014972843330008,0.0121348055379858,0.0118940600072361,0.0080583663996882,-0.0002496445454562,0.0002034710632125,2019
3601,2019-11-11,1.1,0.03,7.3,6.6,1,18.0,0.06,0.04,0.01,8.0,32.6,2.3,0.56,3.9,26.1,0.12,0.55,0.65,0.06,3.1,0.0005,1.4,0.0314815604839983,0.0375203271544155,0.0392063747589497,0.0169606963656217,0.0143255526789895,0.0097618759087851,0.0091380527860502,0.0069689655421576,-0.0012153278818884,-0.0010440799288684,2019
3672,2019-11-16,0.4,0.04,1.4,6.4,1,1.0,0.001,0.01,0.01,8.0,32.8,2.0,1.1,8.4,25.4,0.05,0.15,0.16,0.03,2.3,0.0005,1.3,0.0494126689491749,0.0583693288437108,0.0531359041814271,0.0243338348869624,0.0205309872228786,0.0178362426815082,0.0179340790233514,0.0142937391023833,0.0036057025011516,0.0026194202054301,2019
3673,2019-11-16,0.2,0.03,1.2,6.6,1,1.0,0.001,0.001,0.001,8.0,33.1,3.5,1.1,7.9,25.5,0.03,0.15,0.15,0.03,2.3,0.0005,1.4,0.0472099608039847,0.0568308627981467,0.050875696076294,0.0197020407760802,0.0154993064009862,0.0114385459738395,0.012052259242415,0.0088728242357558,0.0015175081330996,0.0015562288683614,2019
3674,2019-11-16,0.3,0.03,1.0,6.0,1,1.0,0.001,0.001,0.01,7.9,33.0,2.4,0.76,6.6,25.2,0.04,0.23,0.24,0.02,1.7,0.0005,1.1,0.0357110469340688,0.0373662398699427,0.0319624992684502,0.0144861169054853,0.0131503218137257,0.0135934350860919,0.0143978663321722,0.0106874260512525,0.0014602727899035,0.0018211687490518,2019
3675,2019-11-16,0.5,0.03,2.4,6.6,1,1.0,0.001,0.001,0.001,8.0,32.8,3.2,0.56,7.1,25.2,0.03,0.26,0.26,0.02,1.3,0.0005,1.1,0.0348824169263969,0.0379150834921599,0.0338891720684031,0.0158632927957376,0.0144278591069978,0.013234036855394,0.0151292057078344,0.0113112427860199,0.0034304679182086,0.0036126737607423,2019
3676,2019-11-16,0.2,0.03,0.9,6.3,1,1.0,0.001,0.001,0.01,8.0,33.0,2.4,0.98,13.0,25.4,0.04,0.26,0.27,0.03,2.8,0.0005,2.4,0.0385980986133467,0.0416946159314741,0.0343047736309011,0.0164332480891614,0.0133477697681383,0.0117681810212509,0.011964291792193,0.0086956153029587,0.0015998970957211,0.0013275902929557,2019
3677,2019-11-16,0.3,0.04,0.9,6.2,1,1.0,0.001,0.001,0.01,8.0,33.0,2.7,1.1,6.2,25.4,0.04,0.23,0.24,0.02,1.7,0.0005,1.1,0.0438667850097118,0.05131080367994,0.045519177953674,0.0182073207071549,0.0144550410648204,0.0116908401410989,0.0120497336433048,0.0085173042409233,0.0003926744493756,0.0011272744753242,2019
3678,2019-11-16,0.5,0.05,1.4,5.4,1,1.0,0.01,0.01,0.01,7.9,32.9,1.7,1.2,8.0,25.2,0.06,0.33,0.34,0.03,2.0,0.0005,1.3,0.045652048901008,0.0520373459529746,0.0452236580299707,0.0194662995212967,0.0167524963069521,0.0145604773377695,0.0150240218987616,0.0113470275279354,0.0019036013888418,0.0018587466849332,2019
3708,2019-11-21,0.5,0.12,1.3,6.1,120,920.0,0.06,0.01,0.01,7.9,33.0,2.9,0.51,3.2,24.6,0.19,0.62,0.69,0.06,3.0,0.0005,0.7,0.0254136504693072,0.0333914449178752,0.0333210414336721,0.0122473671098186,0.00923755342691,0.0064439311586798,0.006342769276136,0.0042786802439593,-0.0008824510762678,0.0013436119477609,2019
3709,2019-11-21,0.8,0.16,1.6,6.0,1400,2000.0,0.05,0.01,0.01,8.0,33.0,3.2,0.49,4.0,24.6,0.22,0.5,0.56,0.05,6.1,0.01,1.1,0.0276294844365593,0.0355690516385578,0.0364282226872684,0.0135662535784549,0.0103598731536941,0.0069087955127207,0.0070008424718294,0.0046898534308997,-0.000745389508467,0.0020034345252271,2019
3710,2019-11-21,0.5,0.1,1.1,6.1,130,320.0,0.06,0.01,0.01,8.0,33.1,3.4,0.47,3.0,24.4,0.17,0.49,0.56,0.04,3.3,0.01,0.8,0.0228914088707038,0.0311281801463941,0.0294243160589467,0.0091959692543865,0.0066731239639887,0.0048278291902482,0.0055284214123625,0.0035821258866395,-0.0009911589098181,0.0004661148001657,2019
3711,2019-11-21,1.2,0.24,4.1,6.1,3100,4000.0,0.02,0.01,0.01,8.0,33.0,3.0,0.46,3.4,24.7,0.27,0.78,0.81,0.12,3.4,0.01,1.4,0.02636459313634,0.0340782867473068,0.0365323290937725,0.0132226408667578,0.0107743406504729,0.0071565770825982,0.0068741289545107,0.0046285657659629,-0.0009835884318401,0.0001960515671454,2019
3712,2019-11-21,0.9,0.18,3.2,6.1,96,160.0,0.03,0.01,0.01,8.0,33.1,2.8,0.45,7.6,24.8,0.22,0.45,0.49,0.04,5.6,0.01,1.8,0.0294328969882024,0.0375886203819911,0.0409332674036962,0.0169378895064002,0.0140726620025053,0.0084647298670323,0.0092962392217771,0.0056569726817941,-0.0001757219946678,-0.0003969039316941,2019
3713,2019-11-21,0.5,0.14,0.9,6.0,280,580.0,0.06,0.01,0.01,7.9,33.0,2.8,0.51,4.0,24.6,0.21,0.39,0.46,0.06,3.5,0.01,1.0,0.0261712918754717,0.034618247111289,0.03606724929711,0.0136356334083314,0.0100768965904164,0.006433499401466,0.0066500595099469,0.0037569658892797,-0.0010625913838339,0.000531381329136,2019
3714,2019-11-21,0.6,0.15,0.7,6.5,120,220.0,0.06,0.01,0.01,7.9,33.0,2.4,0.5,4.3,24.7,0.22,0.42,0.49,0.05,4.2,0.01,1.0,0.0269044980930596,0.0347732733499428,0.0375869023954695,0.0145122649242314,0.0109872707010974,0.0062029209880697,0.0056860239785614,0.0036775290956342,-0.0007185542686647,0.0003467534350183,2019
3715,2019-11-21,0.6,0.02,2.1,6.4,1,1.0,0.001,0.001,0.01,8.1,33.5,4.1,0.59,2.0,24.2,0.03,0.46,0.46,0.03,2.2,0.0005,0.9,0.0317035931673973,0.0432353830058401,0.0419939547155877,0.0109223170449631,0.0084148609766691,0.0046204183095913,0.004427573297739,0.0024513101750396,-0.0005751635515701,0.0008084489222093,2019
3716,2019-11-21,0.5,0.02,1.5,6.0,1,1.0,0.001,0.001,0.01,8.1,33.6,3.3,0.55,2.8,24.4,0.02,0.37,0.37,0.02,2.8,0.0005,0.7,0.0428397724380025,0.0587131511799366,0.0620216332024209,0.0208170580756108,0.0148945462098582,0.0062168012268583,0.0059644348566594,0.0044096165931857,0.0005877744056711,0.001500567080191,2019
3717,2019-11-21,0.2,0.03,0.2,6.1,1,63.0,0.001,0.001,0.01,8.0,33.6,2.6,0.83,3.8,24.5,0.03,0.36,0.37,0.02,3.5,0.0005,0.7,0.0433170984454459,0.0606999774655575,0.0680668251841502,0.0288802956532837,0.020263850279448,0.0061709975021837,0.0076740461413257,0.0054691718719272,0.0006722634042862,0.0032113478890879,2019
3718,2019-11-21,0.5,0.02,1.1,6.3,1,1.0,0.001,0.001,0.01,8.0,33.4,3.3,0.49,2.2,24.4,0.03,0.05,0.05,0.09,2.0,0.0005,0.6,0.0448211930238375,0.0621557004770652,0.0652583217314103,0.0225337853544475,0.0156646832397762,0.0057209248225215,0.0059845429781027,0.003664682643585,0.0003059617599957,0.0024958453754151,2019
3719,2019-11-21,0.2,0.02,1.3,5.8,1,1.0,0.001,0.001,0.01,8.1,33.3,2.9,0.62,1.9,24.1,0.02,0.41,0.41,0.04,3.8,0.0005,0.6,0.0273643512929322,0.0335035356007668,0.0285155219705953,0.0102075539971317,0.0088616927947862,0.0069598131746228,0.0073066408554476,0.0053577862335864,0.0003728932851759,0.0020422752156856,2019
3720,2019-11-21,0.6,0.02,2.1,5.8,1,1.0,0.001,0.001,0.01,8.0,33.6,3.5,0.68,2.2,24.0,0.02,0.24,0.24,0.03,3.2,0.0005,0.6,0.0466350256126222,0.0630908681252088,0.0692232237542158,0.0257004871328348,0.0171402091016757,0.0064219776755707,0.0080772979936969,0.003919979290764,0.0003990682926922,0.0017323699011629,2019
3784,2019-12-01,0.3,0.22,2.2,6.5,3600,8700.0,0.07,0.01,0.03,8.1,33.1,2.4,0.8,7.3,23.5,0.31,0.68,0.77,0.06,19.2,0.01,1.5,0.0337079782538523,0.0451536978957056,0.0489636052624663,0.0177352108559425,0.011683448372096,0.0023317316375941,0.0027546902425476,0.0008154735170377,-0.0026744134138754,-0.0012178600328477,2019
3785,2019-12-01,0.2,0.18,1.7,7.4,650,1800.0,0.08,0.01,0.03,8.1,33.2,2.0,0.77,7.9,23.4,0.27,0.36,0.45,0.06,4.8,0.01,1.4,0.0310156977381372,0.0413617776023217,0.0446517888876398,0.0144012571507841,0.0088570647187383,0.0024110408652566,0.0021715467621132,0.0003197148784631,-0.0020713220317434,-0.0004530976812467,2019
3786,2019-12-01,0.2,0.17,1.8,6.5,180,420.0,0.07,0.01,0.03,8.1,33.2,2.7,0.74,3.5,23.4,0.26,0.25,0.34,0.06,19.1,0.01,1.0,0.0326475204200953,0.0425495818219632,0.0445752471594845,0.0128773142645001,0.007886897199383,0.0015879571158253,0.0019127713483942,0.0007996645570586,-0.0019108876458096,-0.0001201603231606,2019
3787,2019-12-01,0.3,0.13,1.5,6.1,390,1000.0,0.08,0.01,0.03,8.1,33.2,2.3,0.74,6.9,23.4,0.22,0.21,0.3,0.07,11.1,0.01,1.3,0.0314411031879342,0.0424127920881513,0.0453526626293984,0.0148031461737489,0.0093759286105959,0.001957450274461,0.0024824032456093,0.0004037461141165,-0.0029432807890647,-0.0001011822522698,2019
3788,2019-12-01,0.3,0.09,1.9,5.9,300,570.0,0.08,0.02,0.02,8.1,33.3,2.4,0.66,6.4,23.3,0.18,0.33,0.42,0.07,6.0,0.0005,1.2,0.0309127548309407,0.0413934696408182,0.0447859669176277,0.0134147294172532,0.0081864884411339,0.0013274191126543,0.0025760510541917,4.501736652708628e-05,-0.0026331649177906,-0.0005204834442654,2019
3789,2019-12-01,0.4,0.18,1.9,6.2,660,1100.0,0.07,0.01,0.03,8.1,33.1,2.4,0.75,7.3,23.5,0.27,0.32,0.41,0.06,12.7,0.01,1.8,0.0358879202631361,0.0466995553614771,0.0493395521699768,0.0170377535162714,0.0108070150048278,0.0035353870283477,0.0039332803363109,0.0011667588900556,-0.0026108162089581,-0.0010743443615271,2019
3790,2019-12-01,0.3,0.21,1.7,6.0,1400,3400.0,0.07,0.01,0.02,8.1,33.0,2.3,0.75,4.8,23.7,0.29,0.39,0.47,0.06,26.2,0.01,1.4,0.0410909000958829,0.054045455509074,0.061561383555513,0.0342177524285387,0.0252675010786846,0.0090017773814495,0.0095565766029235,0.0046255479572093,-0.0021742858055418,-0.0005258545498863,2019
3791,2019-12-01,0.2,0.06,2.4,5.7,250,480.0,0.05,0.01,0.02,8.1,33.4,2.3,0.61,3.6,23.2,0.13,0.12,0.19,0.05,2.8,0.0005,1.1,0.0276744660089921,0.0361656467139235,0.0371409923121112,0.0095825786436953,0.0053859275317758,0.0017600214043063,0.0024336591766441,0.0004846121758912,-0.0025516242579096,-0.0006575417306976,2019
3792,2019-12-01,0.6,0.3,2.3,5.6,15000,33000.0,0.06,0.01,0.03,8.1,33.0,2.5,0.75,7.6,23.4,0.37,0.49,0.56,0.07,6.1,0.01,1.6,0.0377600033729406,0.0502903206354711,0.0547460722631761,0.0198815447351768,0.0138544948295204,0.0034663394388007,0.0045232185643285,0.0018249551054435,-0.0025435836244679,-0.0004922912883507,2019
3860,2019-12-11,0.5,0.02,0.5,6.3,70,80.0,0.09,0.01,0.01,8.2,32.8,2.6,1.1,3.1,19.9,0.12,0.18,0.28,0.13,1.6,0.0005,0.6,0.0303135105123129,0.044252047767579,0.0406577353449557,0.0094611687799067,0.0074895631688701,0.0037402251804908,0.003681209698157,0.0009512664865346,-0.0020670540157607,-0.0001746319873933,2019
